date;total_kwh;p_active;q_reactive;f_generatrice;f_reseau;u_rms_v;pwm;t_lgbt;type;cc
07/02/2023 01:41:41;102808;;;-;50.0;0;0;0;tigre;23
07/02/2023 01:42:08;102808;;;-;50.0;0;0;0;tigre;23
07/02/2023 01:42:35;102808;;;-;50.02;0;0;0;tigre;23
07/02/2023 01:43:02;102808;;;-;50.0;0;0;0;tigre;23
07/02/2023 01:43:29;102808;;;-;50.0;0;0;0;tigre;23
07/02/2023 01:43:56;102808;;;-;50.02;0;0;0;tigre;23
07/02/2023 01:44:23;102808;;;-;50.02;0;0;0;tigre;23
07/02/2023 01:44:50;102808;;;-;50.02;0;0;0;tigre;23
07/02/2023 01:45:17;102808;;;-;50.0;0;0;0;tigre;23
07/02/2023 01:45:44;102808;;;-;50.0;0;0;0;tigre;23
07/02/2023 01:46:12;102808;;;-;50.0;0;0;0;tigre;23
07/02/2023 01:46:38;102808;;;-;50.02;0;0;0;tigre;23
07/02/2023 01:47:06;102808;;;-;50.02;0;0;0;tigre;23
07/02/2023 01:47:33;102808;;;-;50.02;0;0;0;tigre;23
07/02/2023 01:48:00;102808;;;-;50.02;0;0;0;tigre;23
07/02/2023 01:48:27;102808;;;-;50.04;0;0;0;tigre;23
07/02/2023 01:48:54;102808;;;-;50.02;0;0;0;tigre;23
07/02/2023 01:49:21;102808;;;-;50.02;0;0;0;tigre;23
07/02/2023 01:49:48;102808;;;-;50.02;0;0;0;tigre;23
07/02/2023 01:50:15;102808;;;-;50.02;0;0;0;tigre;23
07/02/2023 01:50:42;102808;;;-;50.02;0;0;0;tigre;23
07/02/2023 01:51:09;102808;;;-;50.0;0;0;0;tigre;23
07/02/2023 01:51:36;102808;;;-;50.02;0;0;0;tigre;23
07/02/2023 01:52:03;102808;;;-;50.02;0;0;0;tigre;23
07/02/2023 01:52:30;102808;;;-;50.04;0;0;0;tigre;23
07/02/2023 01:52:57;102808;;;-;50.04;0;0;0;tigre;23
07/02/2023 01:53:24;102808;;;-;50.02;0;0;0;tigre;23
07/02/2023 01:53:52;102808;;;-;50.02;0;0;0;tigre;23
07/02/2023 01:54:19;102808;;;-;50.02;0;0;0;tigre;23
07/02/2023 01:54:46;102808;;;-;50.02;0;0;0;tigre;23
07/02/2023 01:55:13;102808;;;-;50.02;0;0;0;tigre;23
07/02/2023 01:55:40;102808;;;-;50.02;0;0;0;tigre;23
07/02/2023 01:56:07;102808;;;-;50.0;0;0;0;tigre;23
07/02/2023 01:56:34;102808;;;-;50.0;0;0;0;tigre;23
07/02/2023 01:57:01;102808;;;-;50.02;0;0;0;tigre;23
07/02/2023 01:57:28;102808;;;-;50.02;0;0;0;tigre;23
07/02/2023 01:57:55;102808;;;-;50.02;0;0;0;tigre;23
07/02/2023 01:58:22;102808;;;-;50.0;0;0;0;tigre;23
07/02/2023 01:58:49;102808;;;-;50.0;0;0;0;tigre;23
07/02/2023 01:59:16;102808;;;-;50.0;0;0;0;tigre;23
07/02/2023 01:59:43;102808;;;-;49.98;0;0;0;tigre;23
07/02/2023 02:00:10;102808;;;-;49.96;0;0;0;tigre;23
07/02/2023 02:00:37;102808;;;-;49.96;0;0;0;tigre;23
07/02/2023 02:01:05;102808;;;-;49.96;0;0;0;tigre;23
07/02/2023 02:01:32;102808;;;-;49.96;0;0;0;tigre;23
07/02/2023 02:01:59;102808;;;-;49.96;0;0;0;tigre;23
07/02/2023 02:02:26;102808;;;-;49.96;0;0;0;tigre;23
07/02/2023 02:02:53;102808;;;-;49.98;0;0;0;tigre;23
07/02/2023 02:03:20;102808;;;-;49.96;0;0;0;tigre;23
07/02/2023 02:03:47;102808;;;-;49.96;0;0;0;tigre;23
07/02/2023 02:04:14;102808;;;-;49.96;0;0;0;tigre;23
07/02/2023 02:04:41;102808;;;-;49.96;0;0;0;tigre;23
07/02/2023 02:05:08;102808;;;-;49.98;0;0;0;tigre;23
07/02/2023 02:05:35;102808;;;-;49.98;0;0;0;tigre;23
07/02/2023 02:06:02;102808;;;-;49.96;0;0;0;tigre;23
07/02/2023 02:06:29;102808;;;-;49.98;0;0;0;tigre;23
07/02/2023 02:06:56;102808;;;-;49.98;0;0;0;tigre;23
07/02/2023 02:07:23;102808;;;-;49.98;0;0;0;tigre;23
07/02/2023 02:07:50;102808;;;-;49.98;0;0;0;tigre;23
07/02/2023 02:08:17;102808;;;-;50.0;0;0;0;tigre;23
07/02/2023 02:08:45;102808;;;-;50.0;0;0;0;tigre;23
07/02/2023 02:09:12;102808;;;-;50.0;0;0;0;tigre;23
07/02/2023 02:09:39;102808;;;-;50.0;0;0;0;tigre;23
07/02/2023 02:10:06;102808;;;-;50.0;0;0;0;tigre;23
07/02/2023 02:10:33;102808;;;-;50.0;0;0;0;tigre;23
07/02/2023 02:11:00;102808;;;-;50.0;0;0;0;tigre;23
07/02/2023 02:11:27;102808;;;-;50.0;0;0;0;tigre;23
